IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
164.92.185.175,4,4,0,257.58,8.39,FRA,8443
93.115.19.15,4,4,0,259.48,8.38,FRA,8443
45.153.230.145,4,4,0,168.5,8.36,ARN,443
185.244.40.33,4,4,0,208.29,8.31,FRA,443
194.99.20.245,4,4,0,249.25,8.31,FRA,443
79.133.51.180,4,3,0.25,271.05,8.19,FRA,443
79.133.46.101,4,4,0,273.69,8.18,FRA,8443
31.172.71.72,4,4,0,190.28,8.09,FRA,443
91.227.40.125,4,4,0,268.11,8.05,FRA,2053
129.159.241.172,4,4,0,216.11,8.04,FRA,443
159.100.22.101,4,4,0,256.13,8.03,FRA,2053
79.133.46.101,4,4,0,266,8.01,FRA,8443
14.102.229.26,4,4,0,214.75,7.98,LAX,2096
217.144.187.140,4,4,0,283.81,7.98,FRA,2053
95.140.154.101,4,4,0,292.95,7.98,AMS,8443
165.227.146.168,4,4,0,279.27,7.71,FRA,443
93.115.19.15,4,4,0,267.78,7.62,FRA,8443
85.193.92.242,4,4,0,258.79,7.61,AMS,8443
185.189.58.222,4,3,0.25,259.56,7.57,FRA,443
77.37.33.171,4,2,0.5,225.23,7.53,LAX,2087
92.246.139.190,4,4,0,282.28,7.39,FRA,8443
194.87.227.155,4,4,0,276.37,7.34,FRA,443
176.57.221.222,4,4,0,262.92,7.25,AMS,8443
95.140.157.183,4,4,0,254.19,7.24,AMS,2053
113.30.190.244,4,4,0,233.43,7.23,FRA,8443
31.57.241.84,4,4,0,162.01,7.18,AMS,8443
89.169.6.114,4,4,0,196.43,7.16,FRA,2053
85.193.92.242,4,4,0,263.74,7.14,AMS,8443
102.215.228.238,4,4,0,204.71,7.13,AMS,8443
85.193.95.23,4,4,0,264.08,7.13,AMS,2053
89.168.68.57,4,4,0,211.45,7,FRA,8443
130.61.107.238,4,4,0,217.14,6.99,FRA,8443
77.223.215.167,4,4,0,254.41,6.95,FRA,443
3.67.232.136,4,4,0,172.39,6.92,FRA,443
130.61.187.66,4,4,0,221.03,6.86,FRA,443
194.247.187.174,4,4,0,212.02,6.85,FRA,2053
92.118.9.243,4,4,0,282.89,6.77,FRA,2053
31.172.77.85,4,4,0,188.2,6.69,FRA,443
93.123.84.194,4,4,0,185.89,6.64,FRA,443
172.86.95.236,4,4,0,288.95,6.6,FRA,443
64.226.111.107,4,4,0,250.42,6.41,FRA,443
185.84.224.249,4,4,0,208.62,6.4,FRA,443
14.102.228.196,4,4,0,219.93,6.39,LAX,2096
91.227.40.125,4,4,0,259.89,6.37,FRA,2053
87.120.166.14,4,4,0,188.79,6.26,FRA,443
150.230.159.76,4,4,0,212.47,6.23,FRA,443
43.240.149.207,4,4,0,176.8,6.15,AMS,8443
185.59.251.86,4,4,0,210.98,6.02,FRA,443
45.82.15.177,4,4,0,236.87,5.99,AMS,587
152.70.189.65,4,4,0,212.98,5.99,FRA,443
84.252.121.20,4,4,0,266.59,5.96,FRA,443
158.180.49.11,4,4,0,214.58,5.95,FRA,8443
195.245.239.45,4,4,0,193.65,5.95,FRA,2053
14.102.229.74,4,4,0,218.48,5.92,LAX,2096
159.100.22.101,4,4,0,264.93,5.92,FRA,2053
5.187.7.200,4,4,0,189.04,5.91,FRA,21821
77.37.33.43,4,4,0,214.65,5.89,LAX,2087
5.230.44.233,4,2,0.5,246.12,5.88,FRA,443
45.146.202.205,4,4,0,165.19,5.84,AMS,8443
77.37.33.95,4,4,0,219.64,5.79,LAX,2087
89.168.68.57,4,4,0,192.28,5.78,FRA,8443
176.57.221.225,4,4,0,282.14,5.78,AMS,443
77.37.33.216,4,4,0,214.34,5.7,LAX,2087
213.176.114.65,4,4,0,256.13,5.66,FRA,443
14.102.229.56,4,4,0,218.43,5.57,LAX,2096
194.87.199.49,4,4,0,256.04,5.54,FRA,8443
14.102.229.64,4,2,0.5,254.45,5.44,LAX,2096
80.66.85.52,4,4,0,276.6,5.39,FRA,8443
77.37.33.166,4,4,0,215.22,5.37,LAX,2087
77.37.33.133,4,4,0,211.79,5.14,LAX,2087
14.102.229.90,4,4,0,218.48,4.9,LAX,2096
77.37.33.93,4,4,0,215.5,4.89,LAX,2087
212.23.200.10,4,4,0,205.82,4.87,FRA,8443
195.245.239.45,4,4,0,196.13,4.86,FRA,2053
85.193.95.23,4,4,0,260.32,4.85,AMS,2053
102.215.228.134,4,4,0,215.08,4.75,AMS,8443
77.37.33.20,4,3,0.25,217.7,4.74,LAX,2087
89.168.110.240,4,4,0,225.54,4.71,FRA,443
77.37.33.89,4,4,0,215.02,4.7,LAX,2087
14.102.229.49,4,4,0,221.19,4.64,LAX,2096
77.37.33.167,4,4,0,216.34,4.61,LAX,2087
212.224.93.171,4,4,0,266.91,4.47,FRA,443
45.157.233.8,4,4,0,187.48,4.44,FRA,557
14.102.229.84,4,4,0,219.84,4.43,LAX,2096
5.144.178.231,4,4,0,289.2,4.39,FRA,443
102.215.228.227,4,4,0,223.08,4.36,AMS,8443
77.37.33.176,4,4,0,218.9,4.34,LAX,2087
2.59.134.70,4,4,0,202.32,4.3,FRA,8203
159.100.9.253,4,4,0,265.05,4.27,FRA,2053
176.96.137.80,4,4,0,186.9,4.26,FRA,443
14.102.228.212,4,4,0,220.65,4.26,LAX,2096
45.145.42.174,4,4,0,182.29,4.25,FRA,554
45.145.42.174,4,4,0,189.32,4.23,FRA,554
80.76.32.5,4,4,0,277.8,4.19,FRA,443
14.102.228.229,4,4,0,218.85,4.13,LAX,2096
14.102.228.247,4,4,0,210.43,4.04,LAX,2096
193.24.209.103,4,4,0,175.99,4.04,FRA,8443
85.214.157.170,4,4,0,205.02,3.99,TXL,443
77.221.157.32,4,4,0,282.45,3.95,FRA,443
31.192.237.42,4,4,0,194.33,3.92,FRA,443
95.140.157.183,4,4,0,254.67,3.86,AMS,2053
185.219.84.221,4,4,0,190.7,3.83,FRA,443
185.103.252.108,4,4,0,284.58,3.83,FRA,8443
92.246.139.197,4,4,0,226.66,3.77,FRA,8443
77.223.215.63,4,4,0,256.76,3.74,FRA,8443
31.172.71.32,4,4,0,197.05,3.72,FRA,443
176.96.138.17,4,4,0,202.7,3.7,FRA,8105
5.252.25.44,4,4,0,224.97,3.68,FRA,2053
31.192.237.186,4,4,0,180.23,3.65,FRA,2053
77.37.33.185,4,4,0,220.16,3.6,LAX,2087
45.145.43.190,4,4,0,204.46,3.58,FRA,443
91.107.145.203,4,4,0,267.33,3.52,FRA,20400
31.192.237.186,4,4,0,181.98,3.46,FRA,2053
193.23.218.64,4,4,0,187.8,3.42,FRA,443
77.37.33.194,4,4,0,217.08,3.4,LAX,2087
91.199.118.208,4,4,0,207.04,3.4,FRA,8443
158.180.49.11,4,4,0,198.03,3.36,FRA,8443
14.102.229.100,4,4,0,217.66,3.32,LAX,2096
194.87.148.106,4,4,0,276.37,3.25,FRA,443
167.99.131.6,4,4,0,235.22,3.25,FRA,443
2.59.134.70,4,4,0,191.99,3.2,FRA,8203
31.192.237.89,4,4,0,178.14,3.12,FRA,8443
31.172.83.252,4,4,0,268.1,3.12,FRA,2053
185.233.81.42,4,4,0,278.01,3.08,FRA,2053
77.37.33.189,4,4,0,220.19,3.05,LAX,2087
18.185.254.189,4,4,0,172.15,3.03,FRA,443
185.230.163.33,4,4,0,240.85,3.01,FRA,2053
77.37.33.37,4,4,0,218.32,2.94,LAX,2087
14.102.228.121,4,4,0,221.22,2.9,LAX,2096
31.192.237.89,4,4,0,196.58,2.84,FRA,8443
161.35.195.134,4,4,0,255.98,2.73,FRA,443
162.62.120.236,4,4,0,200.64,2.72,FRA,20443
91.107.157.253,4,4,0,274.39,2.67,FRA,20531
176.96.138.17,4,4,0,191.24,2.61,FRA,8105
91.107.203.137,4,4,0,283.43,2.56,FRA,990
113.30.191.181,4,4,0,260.11,2.51,FRA,443
87.249.50.217,4,4,0,248.48,2.44,AMS,443
167.71.60.191,4,4,0,268.37,2.44,FRA,2053
194.9.6.32,4,4,0,194.58,2.27,FRA,48484
79.132.142.62,4,4,0,203.6,2.21,FRA,8443
146.190.179.152,4,4,0,249.37,2.2,FRA,2053
5.252.25.44,4,4,0,214.2,2.19,FRA,2053
79.132.143.192,4,4,0,194.82,2.18,FRA,8443
14.102.229.72,4,4,0,216.77,2.13,LAX,2096
91.107.149.242,4,2,0.5,237.49,2.12,FRA,8443
128.140.64.14,4,4,0,261.78,2.01,FRA,990
91.107.145.203,4,4,0,275.58,1.83,FRA,20400
89.58.15.243,4,4,0,256.48,1.74,FRA,2007
159.89.31.113,4,4,0,233.29,1.71,FRA,2053
194.76.173.184,4,4,0,268.64,1.57,FRA,2053
79.137.203.67,4,4,0,289.29,1.52,FRA,2053
31.172.72.218,4,4,0,204.07,1.52,FRA,2053
185.236.26.30,4,4,0,185.15,1.48,FRA,443
162.55.168.128,4,4,0,293.05,1.32,FRA,40000
84.200.192.87,4,4,0,300.65,1.31,FRA,2053
89.58.44.18,4,4,0,268.25,1.29,FRA,2006
45.145.42.211,4,4,0,224.4,1.26,FRA,2016
195.26.231.53,4,4,0,208.62,1.26,FRA,8443
157.90.249.92,4,3,0.25,284.73,1.24,FRA,990
62.60.217.147,4,3,0.25,221.83,1.22,FRA,443
89.58.26.175,4,4,0,281.09,1.22,FRA,2083
45.129.78.69,4,4,0,210.07,1.17,FRA,2053
91.107.134.254,4,4,0,274.46,1.13,FRA,36521
89.58.43.93,4,4,0,262.34,1.1,FRA,2006
95.140.154.101,4,4,0,252.39,1.08,AMS,8443
84.200.192.87,4,4,0,278.7,1.07,FRA,2053
89.23.106.212,4,4,0,197.45,1.07,FRA,443
195.245.239.195,4,4,0,208.94,1.03,FRA,443
185.94.166.203,4,3,0.25,342.16,1.02,FRA,2053
5.178.106.183,4,4,0,254.36,1.01,FRA,2053
202.61.200.220,4,4,0,256.79,1.01,FRA,8080
62.113.200.196,4,4,0,265.15,1.01,FRA,443
89.208.96.88,4,4,0,292.32,1.01,FRA,443
46.4.60.21,4,4,0,266.79,0.99,FRA,443
91.107.134.254,4,4,0,320.08,0.97,FRA,36521
91.107.134.254,4,4,0,273.24,0.97,FRA,36521
195.206.242.74,4,4,0,242,0.96,FRA,2053
92.246.139.190,4,3,0.25,268.39,0.95,FRA,8443
89.58.34.230,4,4,0,304.36,0.95,HAM,1012
91.107.174.216,4,3,0.25,279.14,0.94,FRA,8443
194.48.250.224,4,4,0,249.4,0.89,FRA,443
91.107.157.253,4,4,0,304.53,0.88,FRA,20531
91.107.174.216,4,4,0,261.58,0.87,FRA,8443
195.245.239.197,4,4,0,208.17,0.85,FRA,443
89.58.26.101,4,4,0,259,0.83,FRA,2005
142.132.178.99,4,4,0,273.01,0.81,FRA,443
202.61.200.220,4,4,0,292.2,0.8,HAM,8080
89.19.44.48,4,4,0,285.85,0.79,FRA,2053
89.19.44.247,4,4,0,295.43,0.76,FRA,2053
178.236.253.75,4,4,0,247.79,0.75,FRA,443
49.13.64.206,4,4,0,260.29,0.73,FRA,443
193.47.100.208,4,4,0,215.95,0.72,FRA,443
194.76.173.6,4,4,0,289.67,0.71,FRA,2053
91.107.166.80,4,4,0,285.06,0.71,FRA,2053
89.107.10.22,4,4,0,235.16,0.68,FRA,2053
89.107.10.22,4,4,0,238.15,0.68,FRA,2053
159.69.185.118,4,4,0,289.77,0.68,FRA,443
91.132.145.92,4,4,0,286.48,0.68,HAM,8443
89.58.34.230,4,4,0,246.78,0.66,FRA,1012
62.60.217.230,4,4,0,280.48,0.65,FRA,443
89.58.13.151,4,4,0,243.45,0.63,HAM,1010
82.117.245.53,4,4,0,270.07,0.61,FRA,2053
91.107.160.25,4,4,0,277.02,0.59,FRA,443
191.96.94.226,4,4,0,168.77,0.59,FRA,443
163.5.187.118,4,4,0,241.99,0.58,FRA,2053
116.203.99.143,4,4,0,282.92,0.57,FRA,40000
49.13.234.155,4,4,0,303,0.56,FRA,443
38.180.219.131,4,4,0,353.3,0.56,FRA,443
89.58.27.36,4,4,0,321.81,0.55,FRA,2011
46.101.148.54,4,4,0,271.13,0.55,FRA,443
91.107.157.253,4,4,0,276.33,0.54,FRA,20531
77.37.33.153,4,4,0,217.16,0.53,LAX,2087
195.201.235.218,4,4,0,258.3,0.53,FRA,990
91.107.186.7,4,4,0,230.91,0.52,FRA,443
102.215.228.226,4,4,0,173.25,0.52,AMS,8443
82.153.50.30,4,4,0,286.45,0.52,FRA,443
91.107.157.253,4,4,0,287.05,0.51,FRA,20531
152.53.13.159,4,4,0,258.58,0.48,FRA,2083
152.53.12.56,4,4,0,282.84,0.48,HAM,2007
89.58.38.132,4,4,0,319.64,0.47,HAM,2008
188.245.230.218,4,4,0,285.66,0.46,FRA,7788
195.245.239.135,4,4,0,217.38,0.45,FRA,2053
91.107.145.203,4,4,0,240.52,0.44,FRA,20400
80.76.32.12,4,4,0,264.22,0.42,FRA,443
89.58.13.151,4,4,0,249.11,0.41,FRA,1010
23.88.97.94,4,4,0,288.89,0.41,FRA,8443
212.192.4.31,4,4,0,262.18,0.39,FRA,443
91.107.186.7,4,3,0.25,284.82,0.39,FRA,443
89.58.15.243,4,3,0.25,289.81,0.37,FRA,2007
89.19.44.239,4,4,0,296.87,0.37,FRA,2053
45.13.225.218,4,4,0,156.24,0.37,FRA,443
89.58.43.93,4,4,0,284,0.36,FRA,2006
167.71.45.93,4,4,0,250.98,0.35,FRA,8443
91.107.177.114,4,4,0,253.97,0.34,FRA,14444
82.117.245.170,4,4,0,309.87,0.34,FRA,2053
167.71.47.237,4,4,0,247.37,0.33,FRA,443
80.253.249.233,4,4,0,178.96,0.33,AMS,8443
167.71.45.93,4,4,0,238.46,0.33,FRA,8443
64.188.69.86,4,4,0,204.92,0.33,FRA,8443
64.188.69.86,4,4,0,205.73,0.32,FRA,8443
92.246.136.38,4,4,0,263.11,0.3,FRA,443
94.159.104.23,4,4,0,158.83,0.29,FRA,443
31.59.58.28,4,4,0,220.98,0.27,FRA,443
5.253.188.151,4,4,0,238.31,0.27,FRA,443
91.99.193.84,4,4,0,279.89,0.26,FRA,2053
89.19.44.206,4,4,0,240.93,0.25,FRA,2053
164.90.209.253,4,4,0,249.3,0.22,FRA,2053
91.107.186.82,4,4,0,280.74,0.2,FRA,443
185.230.163.33,4,4,0,266.26,0.2,FRA,2053
91.99.227.218,4,4,0,272.33,0.19,FRA,443
78.46.234.136,4,4,0,271.58,0.16,FRA,2087
116.203.122.202,4,4,0,257.18,0.16,FRA,8443
45.11.24.55,4,4,0,298.76,0.15,FRA,8443
202.61.200.220,4,4,0,260.95,0.14,HAM,8080
212.192.31.16,4,4,0,243.4,0.14,FRA,8443
57.129.63.143,4,4,0,271.59,0.11,FRA,2053
IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
88.218.78.48,4,4,0,212.4,40.03,FRA,443
45.95.175.175,4,4,0,218.44,34.2,FRA,8443
89.117.112.175,4,4,0,216.56,27.92,LAX,2096
195.154.184.21,4,4,0,210.91,25.67,CDG,443
89.117.112.110,4,4,0,222.12,23.5,LAX,2096
62.84.183.222,4,4,0,221.18,23.06,FRA,8443
38.180.248.167,4,4,0,236.53,22.73,TLL,8443
45.156.27.152,4,4,0,177.44,22.59,CDG,2053
31.59.120.124,4,4,0,182.68,21.63,CDG,2053
217.60.36.183,4,4,0,181.34,21.17,CDG,2053
194.116.217.98,4,4,0,181.54,20.7,CDG,8443
31.59.121.248,4,4,0,196.98,20.5,CDG,8443
95.182.96.30,4,4,0,181.68,19.63,CDG,8443
45.156.27.152,4,4,0,199.2,19.6,CDG,2053
84.247.166.22,4,4,0,242.2,19.56,FRA,443
95.182.97.146,4,4,0,166.85,19.25,CDG,2053
31.59.121.248,4,4,0,195.86,19.09,CDG,8443
31.59.121.150,4,4,0,210.09,19.02,CDG,2053
138.124.81.204,4,4,0,180.38,18.98,CDG,443
185.16.110.151,4,4,0,218.95,18.39,LAX,2096
194.116.217.120,4,4,0,176.15,17.9,CDG,8443
89.117.57.4,4,4,0,193.8,17.84,FRA,8443
213.156.138.192,4,4,0,171.96,17.55,CDG,40778
193.42.62.240,4,4,0,223.77,17.31,CDG,8443
88.218.79.172,4,4,0,217.56,17.28,CDG,8443
45.95.174.117,4,4,0,215.73,17.01,FRA,2020
31.59.121.155,4,4,0,221.45,16.64,CDG,2053
89.117.112.143,4,4,0,214.92,16.5,LAX,2096
144.91.77.167,4,4,0,205.09,16.49,FRA,443
193.42.60.197,4,4,0,209.5,16.28,FRA,443
95.182.98.38,4,4,0,170.83,16.03,CDG,8443
92.119.125.107,4,4,0,212.97,16.01,FRA,8443
217.60.36.183,4,4,0,191.21,15.98,CDG,2053
188.130.207.158,4,4,0,198.27,15.94,CDG,2053
88.218.78.149,4,4,0,207.75,15.9,FRA,443
51.159.6.227,4,4,0,205.24,15.86,CDG,8443
163.172.157.35,4,3,0.25,219.85,15.69,CDG,4443
141.145.216.142,4,4,0,190.64,15.61,CDG,2087
45.85.146.60,4,4,0,199.65,15.61,FRA,443
31.59.121.223,4,4,0,184,15.59,CDG,2053
31.59.121.223,4,4,0,179.64,15.56,CDG,2053
38.180.143.51,4,4,0,184.92,15.5,FRA,8443
62.84.183.222,4,4,0,256.26,15.32,CDG,8443
95.182.98.38,4,4,0,188.65,15.2,CDG,8443
88.218.78.20,4,4,0,195.06,15.19,FRA,2096
188.130.207.92,4,4,0,180.58,15.13,CDG,8443
95.182.96.30,4,4,0,171.24,15.12,CDG,8443
92.119.126.144,4,4,0,222.35,14.9,FRA,8443
88.218.79.169,4,4,0,218.32,14.83,FRA,8443
207.180.235.19,4,4,0,260.19,14.72,FRA,443
193.42.63.254,4,4,0,204.11,14.63,FRA,8443
185.193.89.62,4,4,0,265.13,14.6,CDG,443
31.59.120.124,4,4,0,185.55,14.38,CDG,2053
193.42.62.215,4,4,0,215.62,14.37,FRA,2053
45.95.174.14,4,4,0,201.58,14.26,FRA,443
95.182.97.7,4,4,0,192.71,14.19,CDG,8443
193.42.63.109,4,4,0,223.7,14.17,FRA,8443
31.59.120.161,4,4,0,164.82,14.16,CDG,2053
141.145.199.188,4,4,0,209.11,13.94,CDG,443
88.218.77.234,4,4,0,211.98,13.88,CDG,8443
193.42.61.127,4,4,0,213.28,13.81,CDG,8443
51.159.6.227,4,4,0,202.89,13.69,CDG,8443
92.119.125.80,4,4,0,223.84,13.66,FRA,8443
193.42.60.235,4,4,0,204.42,13.54,FRA,443
45.95.233.36,4,4,0,247.97,13.47,CDG,2053
88.218.79.241,4,4,0,208.74,13.42,CDG,8443
92.119.125.11,4,4,0,217.97,13.37,FRA,8443
146.70.32.13,4,4,0,145.65,13.2,CDG,443
92.205.165.106,4,4,0,220.99,13.17,FRA,8443
95.182.97.125,4,4,0,152.31,13.15,CDG,8443
185.16.110.204,4,4,0,217.54,13.11,LAX,2096
88.218.78.205,4,4,0,213.89,13.05,FRA,8443
89.117.112.243,4,4,0,220.13,12.96,LAX,443
31.59.121.155,4,4,0,196.73,12.87,CDG,2053
193.42.60.194,4,4,0,226.18,12.71,FRA,8443
188.130.207.158,4,4,0,160.7,12.61,CDG,2053
88.218.78.87,4,4,0,221.72,12.54,CDG,8443
89.208.97.224,4,4,0,260.98,12.51,FRA,2053
109.172.55.14,4,4,0,262.61,12.35,CDG,8443
77.221.153.168,4,4,0,349.51,12.12,FRA,2053
77.221.153.199,4,4,0,281.79,12.08,FRA,443
212.83.190.180,4,4,0,179.68,11.78,CDG,443
193.42.62.215,4,4,0,217.4,11.57,FRA,2053
194.33.34.206,4,4,0,292.02,11.53,FRA,443
88.218.76.250,4,4,0,213.78,11.43,FRA,2053
147.45.42.217,4,4,0,264.16,11.37,FRA,8443
185.120.59.207,4,4,0,170.67,11.3,CDG,8443
88.218.78.205,4,4,0,221.54,11.09,FRA,8443
109.199.122.5,4,4,0,243.26,11.06,FRA,443
95.182.97.125,4,4,0,211.08,11.05,CDG,8443
89.117.112.143,4,4,0,212.29,10.97,LAX,2096
62.60.246.1,4,4,0,278.58,10.94,FRA,2053
194.116.217.120,4,4,0,153.26,10.81,CDG,8443
89.117.112.104,4,4,0,214.74,10.79,LAX,2096
92.205.165.106,4,4,0,224.83,10.71,FRA,8443
88.218.79.129,4,4,0,223.41,10.53,FRA,8443
146.70.40.237,4,4,0,162.01,10.17,CDG,2087
95.182.97.147,4,4,0,226.7,10.11,CDG,2053
92.42.110.142,4,4,0,228.9,10,CDG,2053
88.218.77.178,4,4,0,200.61,9.96,CDG,8443
46.8.224.150,4,4,0,502.98,9.94,CDG,2053
185.16.110.246,4,4,0,222.5,9.77,LAX,2096
89.117.112.10,4,4,0,218.26,9.76,LAX,2096
213.165.48.126,4,4,0,280.8,9.54,FRA,8443
89.117.112.171,4,4,0,217.98,9.49,LAX,2096
109.199.126.6,4,4,0,199.48,9.48,FRA,443
185.120.59.207,4,4,0,210.1,9.44,CDG,8443
185.16.110.221,4,4,0,221.97,9.41,LAX,2096
95.182.97.147,4,4,0,181.54,9.02,CDG,2053
88.218.78.149,4,4,0,211.61,8.19,FRA,443
89.117.112.136,4,4,0,216.72,8.19,LAX,2096
46.8.224.219,4,4,0,182.41,7.35,CDG,8443
88.218.76.250,4,4,0,207.92,7.15,FRA,2053
217.60.252.232,4,4,0,184.75,7.13,CDG,2053
158.178.193.78,4,4,0,214.56,6.84,CDG,82
144.24.195.115,4,4,0,235.82,6.81,MRS,23010
89.117.112.116,4,4,0,218.81,6.75,LAX,2096
158.178.206.197,4,4,0,195.9,6.75,CDG,8443
158.178.206.197,4,4,0,232.77,6.04,CDG,8443
46.8.224.219,4,4,0,181.76,5.74,CDG,8443
85.208.70.235,4,4,0,183.42,4.66,MXP,443
46.8.224.153,4,4,0,311.13,4.47,CDG,2053
159.255.38.207,4,4,0,266.39,4.35,CDG,443
89.117.112.97,4,3,0.25,223.59,4.33,LAX,2096
46.8.224.153,4,4,0,236.34,4.28,CDG,2053
31.59.121.188,4,4,0,156.6,4.05,CDG,8443
89.117.57.4,4,4,0,262.83,4.03,FRA,8443
217.60.37.144,4,4,0,204.03,3.78,CDG,2053
217.60.37.144,4,4,0,155.42,3.4,CDG,2053
185.16.110.228,4,3,0.25,238.11,3.14,LAX,2096
31.59.121.227,4,4,0,434.88,3.09,CDG,8443
146.70.32.52,4,4,0,166.4,2.93,CDG,443
62.133.62.104,4,3,0.25,240.97,2.8,CDG,443
185.16.110.153,4,3,0.25,235.21,2.78,LAX,2096
89.117.112.97,4,3,0.25,221.74,2.59,LAX,2096
188.130.207.235,4,4,0,176.3,2.53,CDG,443
193.233.133.76,4,3,0.25,263.58,2.46,FRA,2053
89.208.97.224,4,4,0,311.8,2.27,FRA,2053
38.242.229.125,4,4,0,196.31,2.17,FRA,8443
31.56.146.127,4,4,0,153.44,1.96,CDG,8443
185.16.110.216,4,3,0.25,244.95,1.94,LAX,2096
89.117.112.202,4,3,0.25,242.96,1.94,LAX,2096
31.59.121.39,4,4,0,166.92,1.92,CDG,443
31.56.146.127,4,4,0,176.06,1.9,CDG,8443
213.165.48.126,4,4,0,276.2,1.89,FRA,8443
46.8.224.150,4,4,0,382.53,1.83,CDG,2053
217.60.36.31,4,4,0,167.54,1.55,CDG,8443
217.60.36.212,4,4,0,210.41,1.47,CDG,8443
38.180.104.27,4,4,0,304.6,1.22,IST,8443
188.165.2.84,4,4,0,265.94,1.06,CDG,8443
217.60.36.212,4,4,0,170.57,0.84,CDG,8443
188.165.26.178,4,4,0,279.17,0.84,CDG,8443
188.165.1.138,4,4,0,267.83,0.78,CDG,2053
217.60.37.19,4,4,0,167.32,0.76,CDG,443
188.165.2.67,4,4,0,255.27,0.72,CDG,8443
92.119.124.195,4,1,0.75,207.43,0.69,FRA,443
51.210.179.47,4,4,0,267.23,0.68,CDG,443
81.19.137.33,4,4,0,281.73,0.65,FRA,443
178.32.137.165,4,4,0,252.19,0.59,CDG,2053
193.233.133.76,4,3,0.25,313.74,0.54,FRA,2053
188.165.137.201,4,4,0,253.82,0.54,CDG,8443
94.23.78.200,4,4,0,294.27,0.47,CDG,8443
146.70.32.51,4,4,0,182.3,0.3,CDG,443
188.165.2.84,4,4,0,308.3,0.3,CDG,8443
92.119.126.145,4,4,0,220.68,0.29,CDG,8443
62.60.246.147,4,4,0,262.16,0.27,FRA,443
77.221.152.21,4,4,0,290.32,0.26,FRA,443
51.195.119.195,4,4,0,316.87,0.26,FRA,2053
94.23.78.198,4,4,0,283.53,0.26,CDG,2053
141.227.131.89,4,4,0,308.58,0.25,AMS,4343
188.165.2.67,4,4,0,276.72,0.22,CDG,8443
94.23.78.200,4,4,0,271.23,0.19,CDG,8443
188.165.26.178,4,4,0,304.09,0.16,CDG,8443
57.131.20.243,4,4,0,281.19,0.16,MXP,4343
146.70.32.50,4,4,0,192.44,0.16,CDG,443
54.36.100.7,4,4,0,281.72,0.16,CDG,8443
94.23.78.198,4,4,0,260.77,0.15,CDG,2053
54.36.186.141,4,4,0,299.98,0.11,WAW,443
146.70.32.34,4,4,0,170.01,0.1,CDG,443
IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
34.150.59.175,4,4,0,51.15,36.15,HKG,2096
202.85.53.160,4,4,0,110.12,26.77,HKG,7000
18.162.156.23,4,4,0,107.94,26.11,HKG,12355
103.160.204.83,4,4,0,237.24,4.78,LAX,2087
103.160.204.74,4,4,0,242.09,4.5,LAX,2087
154.211.8.255,4,4,0,241.8,3.69,LAX,2087
43.154.124.136,4,4,0,43.36,3.69,HKG,26666
118.141.64.192,4,4,0,399.99,3.69,HKG,36619
103.160.204.52,4,4,0,237.36,3.57,LAX,2087
219.76.13.169,4,4,0,635.81,3.53,HKG,443
219.76.13.180,4,3,0.25,666.76,2.63,HKG,443
154.211.8.241,4,4,0,235.72,2.56,LAX,2087
103.160.204.183,4,4,0,239.91,2.53,LAX,2087
103.160.204.136,4,4,0,241.06,2.52,LAX,2087
103.160.204.111,4,4,0,217.79,2.13,LAX,2087
219.76.13.177,4,3,0.25,542.27,2.12,HKG,443
103.160.204.122,4,4,0,239.82,2.09,LAX,2087
154.211.8.195,4,4,0,241.22,2.07,LAX,2087
103.160.204.196,4,4,0,228.17,1.9,LAX,2087
103.160.204.110,4,4,0,241.13,1.85,LAX,2087
154.211.8.205,4,4,0,237.39,1.8,LAX,2087
223.18.121.94,4,4,0,384.39,1.79,HKG,40001
103.160.204.163,4,4,0,215.26,1.77,LAX,2087
103.160.204.196,4,4,0,239.53,1.73,LAX,2087
36.50.90.241,4,3,0.25,274.55,1.66,HKG,47790
154.211.8.192,4,4,0,242,1.48,LAX,2087
36.50.90.241,4,4,0,275.3,1.33,HKG,47790
103.160.204.74,4,4,0,239.77,1.24,LAX,2087
47.76.218.163,4,4,0,49.5,1.23,HKG,443
154.211.8.228,4,4,0,242.12,1.16,LAX,2087
103.160.204.130,4,4,0,239.22,1.16,LAX,2087
8.210.96.197,4,4,0,63.85,1.1,HKG,12902
103.160.204.23,4,4,0,236.86,0.98,LAX,2087
103.160.204.166,4,4,0,241.02,0.93,LAX,2087
47.76.218.163,4,4,0,45.92,0.93,HKG,443
103.160.204.135,4,4,0,237.08,0.82,LAX,2087
103.160.204.19,4,4,0,217.98,0.73,LAX,2087
103.160.204.104,4,4,0,241.15,0.71,LAX,2087
219.76.13.166,4,4,0,730.75,0.67,HKG,443
210.6.207.42,4,4,0,201.77,0.66,HKG,18622
58.176.95.46,4,4,0,200.93,0.65,HKG,443
219.76.13.181,4,3,0.25,673.84,0.4,HKG,443
45.38.42.198,4,3,0.25,266.04,0.36,HKG,2053
103.194.107.166,4,4,0,53.4,0.35,HKG,443
47.57.181.17,4,4,0,45.5,0.27,SJC,443
2.56.91.89,4,3,0.25,445.96,0.25,HKG,8443
